,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
79302M,51020B,22179,85045,47310M,22780,90072,85183B,22407,85163B,71496A
79320,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
79321,84968D,22437,22924,85170B,22468,84692,21189,23079,23192,21581
79323B,85232B,20980,84743C,20964,84227,90205C,90103,90141E,90141D,90076
79323P,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
79323W,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
79329,90035A,90042A,90060B,90142D,85146,90136,90060D,90016B,90178A,90179A
79331,84877A,84875D,84952C,84614A,85167B,72802B,79337,23314,72800D,72802A
79336,84732B,84732D,84924F,84865,79062D,44242A,84925F,79063D,17084J,21162
79337,84660C,84660A,78124,84660B,79163,21306,22394,84614A,81952B,22511
79403,16206B,85131B,90083,DOT,84206A,84569C,90141A,90141C,90103,79161A
79406,23017,23018,23019,23251,23250,23252,90179A,90211B,90176A,90199B
81950B,16202B,79063D,84387A,20827,90125C,90125D,81953P,79144C,79063C,75178
81950V,16202A,21018,84629,35954,84686,35968,79063D,81950B,16202E,79063C
81952B,81952V,84660A,84660C,37327,84660B,22094,16259,84663A,22091,16218
81952V,81952B,35818B,20616,35923,84402B,35968,84660A,71496A,35818P,16202B
81953B,85197,35591T,22998,23185,37444B,22609,81952B,84927D,22999,37327
81953P,20827,84387A,90125C,90125D,16202B,79144C,79063D,75178,84549,84575A
82001S,22041,21137,20618,23317,16010,16169P,20617,90082D,90032,90059F
82011A,82011C,84666,35816P,35598B,84033,82011B,21286,47310M,84951A,22377
82011B,82011C,90119,90049,84743C,84227,20964,84569C,90101,90103,DOT
82011C,82011B,82011A,47310M,85163B,22377,85168B,21630,20661,51020B,47563A
82095,35809B,22167,90214K,22072,90214E,85020,85127,71279,90214A,37343
82482,82494L,22766,82483,23093,22788,82484,85023B,23070,84712B,82486
82483,82486,82494L,82482,82484,85067,84509G,23462,21446,22337,22296
82484,82483,82486,82494L,82482,84510C,21471,84509C,21458,23499,84660A
82486,82483,82484,22762,85067,23146,23147,22924,22296,84509G,82482
82494L,82482,22766,82483,23093,82484,85023B,22788,35819P,23070,84712B
82551,82552,82583,82567,82581,21171,21902,82578,84849B,21905,21899
82552,82551,82583,84849B,82567,21902,21899,21904,82581,21171,22671
82567,21171,22412,21905,82551,20618,22407,82599,23426,21904,82552
82578,82581,82580,21272,82551,84849B,82552,22954,22674,22116,23002
82580,82581,82578,22674,21272,22672,82599,22670,82551,84849B,21179
82581,82580,82578,82551,22674,84849B,82552,82599,21179,22670,84849D
82582,21165,21908,85152,22412,23426,21907,21903,82600,21174,21181
82583,82551,85150,82552,82567,21165,22412,23426,85152,21174,82599
82599,22412,82567,21905,85150,82551,21165,20618,82581,21903,82580
82600,85152,21175,21166,85150,21907,22412,22413,21181,21169,21174
82605,21671,21670,21668,21673,21672,23303,21669,20699,85031A,21626
82613A,84854,82613D,37444B,82613B,22410,82613C,37444A,84415B,37333,21635
82613B,82613C,82613D,35598D,85071D,46138B,47348A,21880,85163B,35924,85094
82613C,82613B,82613D,47348A,46138B,46776D,20910,16206B,35924,84206A,23140
82613D,82613C,82613B,35598D,35924,47348A,84509G,22782,21096,85212,21880
82615,22095,35004C,20832,72802A,21354,22611,20816,21107,21864,85174
82616B,82616C,35818B,20616,84659A,81952V,51020A,20996,22420,47348A,16048
82616C,82616B,20615,20616,20996,35818B,51020A,81952V,84659A,20652,47348A
84006,84012,21721,23445,16011,22496,22647,22190,22747,22748,21647
84012,84006,85227,22422,10080,16238,47503H,40005B,47503A,22312,21625
84016,78033,37489C,37489A,37489B,37489D,23043,23044,84813,23046,84033
84029E,21479,84029G,21481,23356,21484,84030E,21485,35914,84375,22112
84029G,21479,84029E,21481,84030E,23356,22112,22647,21485,23357,23501
84030E,21481,22113,21484,22111,84029G,84029E,21479,21485,22114,84251G
84031A,84031B,84032A,21851,37479P,84032B,46000U,20616,20910,72132,20670
84031B,84031A,84032A,84032B,46000U,20910,20670,84743C,20964,84227,21851
84032A,84032B,84031B,84031A,84519A,84519B,20622,85168B,21220,20619,47471
84032B,84032A,84031B,84519A,84031A,84519B,20652,22474,20615,20616,85071C
84033,35816P,78033,84760S,84666,82011A,35598B,35817P,22486,84341B,85132B
84050,21355,22131,22195,22136,22196,21358,21354,22132,22133,70006
84051,23692,21003,70007,21983,23428,23139,21562,20866,22097,90059F
84077,21830,21790,21851,21850,21918,84031A,84031B,22439,23317,21781
84078A,20694,84931B,84801A,22049,23388,35933,22653,84875B,16054,35818B
84086B,16162L,16162M,84086C,84249A,20767,22044,47593A,20774,20773,20772
84086C,20772,84086B,84931B,84206B,79191B,20771,20767,16162L,84931A,84509B
84192,84686,20763,16258A,20762,20617,20654,21638,21366,21679,21676
84199,35647,21027,21815,21222,21738,21679,21028,20622,20757,22208
84201B,10120,84823,85039C,22783,22700,84660B,21392,20838,22264,22342
84201C,84201C,85109,21757,17129F,85186C,84218,35972,85188A,21456,84452
84206A,84569C,90103,90101,90141E,90076,90141D,20678,79161A,90205C,90083
84206B,22743,84086C,22311,21055,21056,22742,22750,22312,22744,84086B
84206C,22066,78124,22062,22313,84568,22312,85135C,20615,85136A,85071D
84212,21562,23123,22545,23121,21205,10002,18094C,21089,20659,84251G
84218,84452,85200,22267,85188A,22256,21458,84457,84228,21454,22249
84226,90101,90141E,90141D,20678,90076,90103,90141C,90141A,84569C,90205C
84227,20964,84227,90103,90101,90141E,90141D,90076,20678,84569C,90141C
84228,84218,22256,21458,21947,22860,84452,23392,21090,35912B,22516
84231,84462,47422,21460,15058C,23478,84226,85055,23121,23123,84452
84247E,22042,21473,20756,22818,21689,22044,22816,84247N,17091A,85047
84247G,22712,22026,22819,21508,22035,22817,22714,22023,22814,22024
84247K,84247N,85189,84748,21454,21457,20856,22069,23547,21448,22820
84247L,22033,22715,21507,22714,22814,21807,22032,22037,22817,22718
84247N,84247K,85189,22817,20856,84748,22031,20756,23367,37468,22032
84249A,21063,22035,22817,22024,22023,22026,22712,22028,21508,16162L
84251B,84251C,21519,22717,22983,22037,22031,22033,22028,22714,22030
84251C,84251B,75013B,21001,17174,84898F,85049G,37479P,21000,84859B,84249A
84251G,90141E,90141D,20678,90076,90103,90083,90141A,90141C,90101,84569C
84279B,84279P,79030G,84968C,22280,22364,47593B,47341A,21714,90177B,21868
84279P,84279B,47504H,79030G,22371,21279,23137,37489A,37489C,23524,23559
84306,21228,44089A,72801D,72800D,72122,21985,21292,21291,85092,21289
84313B,84857B,16043,84705C,37487B,16151A,84985A,37488A,62074B,84858C,84422
84313C,16052,51020B,84402B,51020A,21374,20619,22124,85170B,81952V,21367
84341B,35818B,46138B,35968,35967,84226,47348A,84743C,20964,84227,16206B
84347,21494,20794,21065,23157,46776F,47421,46776D,22152,84519B,47593B
84352,85131D,85129C,21827,85131B,20964,84743C,84227,DOT,84569C,20670
84356,85173,18094C,21698,21209,85211,85163B,21179,84792,21408,84629
84358,84597B,84597C,84360,84562A,85031A,71050,23104,21892,17084P,20837
84360,84666,84358,16169N,84534B,35816P,35817P,75131,17084P,37413,22486
84375,84378,84380,22965,22966,23169,21123,21561,21122,23060,84029E
84378,84380,22966,22965,84375,22964,22196,22195,22131,84992,21355
84380,84378,22964,22966,22965,84375,23392,21975,23482,22417,23559
84387A,20827,90125C,90125D,81953P,16202B,79144C,75178,84388,84575A,84549
84388,90125D,90125C,84387A,20827,81953P,16202B,79144C,84549,84575A,17109D
84402B,16052,75011,71496A,71406C,90205C,90141D,90141E,90076,20678,90101
84406B,84792,23140,22212,22173,21272,21202,23146,82613C,23417,22671
84415A,84637,84638,84415B,84661A,84666,21784,84661B,21041,84708B,21286
84415B,84854,37444B,37444A,84865,20906,20655,85163B,40003,17129F,85167B
84422,37487B,84705C,84857B,16043,16151A,37488A,44235,44234,35638B,84858C
84429A,22104,72800C,20794,84707B,20670,79071B,21171,21332,71496A,22124
84452,84226,90141C,90141A,90076,90141E,90141D,20678,90103,90101,85131D
84457,21454,85188A,84218,21383,85200,21458,85186C,22265,22249,22247
84459A,84459B,22286,85194L,21445,22270,22288,22266,22289,21455,22287
84459B,84459A,22286,22249,85194L,22256,22250,22287,22266,22270,22289
84461,84226,90101,90103,90141C,90141A,90076,90141E,90141D,20678,84569C
84462,84231,47422,84452,84226,16254,84743C,20964,84227,90101,85055
84465,23194,23193,35920,21755,21955,21190,85124B,90100,90130A,90011A
84466,84613C,16046,22628,23390,35598C,84596F,84507C,47480,23388,21034
84497,20768,21743,22744,22743,20699,35911A,20765,20767,20770,72800B
84499,22323,37461,90214N,90214V,90214R,21416,21357,21661,90214M,17090D
84507B,84507C,84508C,90072,84859B,90149,35809B,21827,84508B,16169P,22323
84507C,84507B,84508C,90072,90149,84743C,20964,84227,20910,21827,20661
84508A,84691,84507B,84508C,84508B,21911,20696,84584,84507C,84581,23002
84508B,84508C,84507B,35598C,84508A,84507C,37413,22891,22995,22997,22166
84508C,84507B,84507C,90072,90149,90211A,16207A,90155,84859B,90145,90141A
84509A,84510A,84509C,84510C,84509B,72128,84510E,84882,84536A,46000R,20769
84509B,84509G,37501,23180,84509A,84673B,46776D,21486,20910,20616,47580
84509C,84510C,84509A,84510A,21486,21042,21427,84509B,47310M,35833P,21098
84509E,71496A,84206A,90141E,90141D,90076,20678,90101,90103,85131B,16206B
84509G,84509B,47580,35924,37501,47559B,22647,47567B,84673B,20616,46138B
84510A,84509A,84510C,84509C,84510E,20665,72128,84536A,23402,21448,22361
84510C,84509C,84509A,84510A,35965,21486,21991,72128,21448,84510E,20936
84510E,85036C,84510A,84509A,85034C,85036B,84510C,85034B,72586,72349B,72132
84519A,84519B,85071B,85071A,85071C,85183A,20700,20616,85071D,20661,84032B
84519B,84519A,85071B,85071A,85071C,85183A,35923,85183B,85071D,85132B,20661
84520B,21078,21459,16010,22851,90166,84989A,84531A,21003,21661,20669
84522,84872A,84231,21460,22514,85096,84931A,35914,22515,22516,84931B
84527,90125D,90125C,20827,84387A,22889,16202B,81953P,79144C,22884,44228
84531A,84531B,16206B,90141D,90141E,90076,20678,90103,90205C,90141C,90141A
84531B,84531A,16206B,20964,84743C,84227,90141D,90141E,20678,90076,90103
84534B,84360,22394,22451,85018D,22176,22175,21115,37343,23421,20803
84535A,16202E,23003,79063C,79063D,82616B,81950B,22040,35968,22994,23006
84535B,84536B,84536A,37501,20996,84659A,16048,90086,35923,20616,72132
84536A,84536B,90059F,84535B,21446,85087,84989A,22279,23241,84882,21445
84536B,84535B,84536A,20996,16054,84659A,16048,72132,37479P,47599B,35923
84539,37491B,84539,37491D,16207A,20694,21841,84931A,21028,90018B,84931B
84548,84796A,20695,20705,22700,22702,22853,22852,21027,21025,85132C
84549,90125D,90125C,84387A,20827,81953P,16202B,84575A,79144C,84388,75178
84550,23578,23058,21205,23495,21463,90178A,22627,90060D,23161,20763
84551,90131,90036F,90199A,90036D,90180A,90062,90030B,35909B,90001D,21678
84558A,84559A,84559B,20618,20617,20655,20622,20619,20659,85167B,16169P
84559A,84559B,84558A,21676,21724,21678,21677,21675,16169P,21726,21722
84559B,84559A,84558A,22407,20655,16207B,20964,84743C,84227,16169P,22753
84562A,84597B,84597C,47589,84358,84666,22391,23511,23516,22093,22719
84563A,84563B,35912B,22407,20655,72709,84251G,21459,37444A,90141E,90141D
84563B,84563A,22936,21460,16169K,35912B,84596G,21459,20655,22117,84249A
84568,84598,84206C,22310,22313,21348,21143,18098C,84461,21717,90120D
84569A,84569D,21095,71496A,20861,16238,20696,84226,20663,90141E,90141D
84569B,84569D,20997,84569A,90037B,22453,72812,85087,21424,46000R,84673B
84569C,90103,90101,90141E,90141D,90076,20678,90205C,79161A,90141C,90141A
84569D,84569A,84569B,16238,90093,90086,71496A,35912B,84509G,20655,20659
84575A,84387A,20827,90125C,90125D,81953P,84549,16202B,79144C,17109D,84388
84576,84596L,84596G,20823,79063D,35965,84725,79063C,35923,35967,16202B
84580,84581,22483,22176,20694,22175,84931B,85129D,22317,35815P,84638
84581,84580,22483,85160B,20935,35815P,84508C,21841,84931B,20696,84584
84584,20696,20795,20935,20663,20964,84743C,84227,90076,90141E,90141D
84592,21336,84584,23038,22276,84912A,22968,22452,85114B,90026C,84968A
84593,23472,22826,21736,23447,23471,23446,22838,23460,23519,22823
84595E,84206A,90141E,90141D,90076,20678,90103,90101,84569C,90141C,90141A
84596B,84596F,84596G,84596L,84596J,22344,84576,22343,22346,22123,21043
84596E,84596J,84596G,84596L,84596F,37482P,84596B,35924,20674,84509G,20676
84596F,84596B,84596G,84596L,84596E,84576,84596J,22123,23141,20677,21243
84596G,84596L,84596F,84596B,84596E,84596J,35923,84576,22123,35818P,35965
84596J,84596L,84596E,84596G,37482P,84596B,16052,84596F,21398,21374,44234
84596L,84596G,84596F,84596B,84596J,84576,84596E,35965,22123,37482P,84595E
84597B,84597C,84562A,84358,47589,84666,84927E,22391,22390,84360,71279
84597C,84597B,84562A,84358,90162D,90033,90152C,90078,90023,90162C,90002D
84598,85195,35001G,35913B,85135B,20653,20654,84568,16033,85095,22137
84600,20655,90074,90028,71406C,84617,85118,90177D,85168B,75178,20861
84609,90177D,71406C,35095A,90074,90028,20861,84743C,20964,84227,44242B
84613A,90024B,90036E,90001B,90001D,79192A,90018C,90164A,20906,90145,21661
84613C,84466,84910A,84658,22082,21476,22180,22080,84548,22194,16046
84614A,72803A,85034A,85036B,72802A,85035C,72807C,85036C,21287,85035B,72802B
84616,90129E,90129D,84827,90129C,23326,84816,84826,90129B,22778,22797
84617,20861,21827,84569C,90103,90177D,90149,90101,90141E,90141D,20678
84620,46000P,84910A,84509A,21613,22693,35916C,37489C,21228,37489B,84944
84625A,84625C,21367,22204,90205A,21000,21368,23071,85170B,85169B,22345
84625C,84625A,85169B,21367,84711A,85167B,21000,16218,85170B,78034B,90205A
84629,35968,72709,35818P,84226,79063C,84926F,79063D,85160B,16206B,84686
84631,62094B,84706D,37444C,22883,21690,22881,22885,20851,22184,22886
84632,90197B,90125B,90164A,21847,84459A,47348A,21002,35915C,21879,90125A
84637,84638,62094B,90141D,90141E,90076,20678,16206B,20861,90101,90141A
84638,84637,62094B,21272,85129D,85008,20678,90141E,90141D,90076,20861
84658,21370,79161A,90083,20795,20661,84569C,35653,DOT,85131B,84206A
84659A,90083,DOT,90119,90059C,20663,16010,90141A,90141C,90101,90049
84660A,81952V,81952B,84660B,84660C,16218,16219,85204,21088,21096,47348A
84660B,84660C,84660A,81952B,84766,81952V,79337,79163,35001W,22510,84663A
84660C,84660B,84660A,81952B,81952V,79163,84663A,79337,35001W,37327,84951A
84661A,84661C,84661B,16206B,90141C,90141A,35818B,35001W,16052,90141E,90141D
84661B,84661A,20861,79161A,90059C,90141A,90141C,84569C,90103,90083,90101
84661C,84661A,35001W,71403,84661B,20616,23329,35818P,22284,84857C,21817
84663A,81952V,81952B,79063D,84660C,16202B,16161G,84660A,81950B,84877B,84877D
84665,85071C,21096,21088,84313C,81952V,81952B,85183B,82613C,85159B,85183A
84666,35816P,82011A,81953P,84387A,20827,90125C,90125D,79144C,46118,16202B
84673A,84673B,90149,90072,85131B,47369B,84226,90141A,90141C,21827,DOT
84673B,DOT,90083,85131B,16206B,90101,90103,84569C,90141D,90141E,20678
84674,22135,20662,20670,20655,90166,22433,21557,85131B,84685,35598A
84675,37461,22323,90214N,90214M,90214R,90214V,84499,90214J,21357,90214H
84678,84402B,71406C,84712B,20661,21117,84683,47348A,51020A,90018B,20622
84679,84805B,84913A,84806A,84915,84916,22263,21402,23414,23148,21403
84683,84402B,90141A,90141C,20616,90141D,90141E,90076,20678,90103,16206B
84685,85131B,DOT,84743C,84227,20964,90083,90103,90141E,90141D,20678
84686,35968,85160B,79063C,84226,90205C,84192,84629,90101,79161A,84743C
84687,21441,46776D,22762,46776F,22317,46776B,22763,46776C,22032,20998
84688,20964,84743C,84227,90205C,90141E,90141D,90076,20678,90103,16206B
84689,15044A,84686,15044C,21129,15044D,23050,22430,75049L,85213,15044B
84691,84508A,21911,23428,23006,22999,23000,22996,22997,21704,22998
84692,23120,21206,21209,23121,23123,23119,21205,85114C,21202,21916
84705C,84857B,16043,37487B,37488A,16151A,35638B,84858C,84422,44234,44235
84706D,22885,22883,22887,22881,22879,22880,22882,22886,22888,21690
84706F,90124A,17136A,90124C,22643,84824,23454,35265,47503H,22094,35651
84707A,84707B,84685,22407,20830,20659,22124,84226,21131,20655,22104
84707B,90205A,90101,90103,90141E,90141D,20678,90076,84569C,90205C,21827
84708B,84712B,20664,85129B,85129D,23073,84678,84415A,21738,85168B,20696
84709B,90177D,20861,84226,84707B,84461,90205C,90149,90059C,84569C,90141C
84711A,84711B,72369A,71406C,84712B,90208,84226,90083,84743C,20964,84227
84711B,84711A,21851,90208,72369A,21846,21849,84712B,21847,90119,23070
84712B,21827,DOT,90083,90101,85131B,90205C,90141D,90141E,90076,20678
84715,78034B,90164B,20835,20845,22217,21369,20851,22980,85114A,84876B
84723,90125D,90125C,84387A,20827,79144C,84388,16202B,81953P,75178,71495A
84725,81953P,90125D,20827,84387A,90125C,16202B,79144C,79063D,17109D,84388
84731,21466,22475,21763,21465,84251G,17007B,22929,22101,21344,21460
84732B,84732D,79336,84924F,84865,79062D,17084J,79063D,17084A,17084P,79063C
84732D,84732B,79336,84924F,84865,79062D,17084J,17084A,79063D,79063C,17084P
84741C,35915B,21448,22285,22228,85194L,21455,22247,22292,35916A,22322
84743C,84227,20964,90103,90101,90141E,90141D,90076,20678,84569C,90141C
84744,21002,21336,22471,22199,21088,21096,84569D,22318,21205,84637
84745A,84745B,22146,37468,84580,20713,21441,21841,21445,22176,21442
84745B,84745B,22146,37468,84580,20713,21441,21841,21445,22176,21442
84746,17084A,84865,17084J,84199,20848,21815,72780,79067,21031,35637A
84748,21448,22104,84247K,20769,22395,22228,37479P,85212,84226,20755
84750A,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
84750B,37444B,37444A,84415B,84854,37333,20655,21126,16162L,46138B,20823
84751B,90060B,90042A,90035A,79329,85136A,20894,22166,85135C,90178A,22498
84754,37468,85118,22407,84673A,85114B,84743C,20964,84227,21263,84559B
84755,71459,84970S,22178,23235,23144,72598,21253,16169K,85062,84978
84760S,35816P,35817P,84033,84666,85144,22486,85145,21654,78033,82011A
84763,85213,21896,21894,21132,23496,84976,20774,22168,20622,84849B
84766,84802B,84773,84660B,72130,22394,23334,16202B,47518F,85035B,72127
84773,84802B,84798A,84766,84803B,79403,23149,23517,23515,23511,22589
84789,21363,22517,21264,46138B,22514,21486,21367,16206B,22516,79161A
84792,84406B,23140,22173,23141,23139,22912,22671,35001G,21272,20794
84795B,21922,17028J,84795C,15058C,47369B,90043,90049,22802,22799,23065
84795C,84795C,21627,17084J,17084A,17084P,15039,84795B,21167,21922,21630
84796A,84548,84796B,35650,40046A,62018,22998,85048,84919,21043,84632
84796B,40046A,22441,90202D,21089,84951A,22095,21090,47563A,37475,84051
84798A,84802B,84773,21690,23071,21688,21695,22450,21696,84766,22449
84798B,21190,22804,21145,85185D,20845,22728,47013C,84840,21135,22501
84799,35607A,85047,84800M,21836,84809A,90123D,84800S,37467,20854,22173
84800L,84800M,72812,21117,20997,21194,21331,90146,90152A,20670,21370
84800M,84800L,84800S,84809B,85047,84799,90195A,20684,21420,20836,85039C
84800S,84804B,84804A,84926A,84800M,85047,90016A,84800L,90010E,90184C,90146
84801A,17007B,84569C,20910,90101,21827,16206B,90103,37479P,DOT,90141D
84801B,84801A,22049,23130,84078A,84802B,84773,23133,84916,22279,22152
84802A,84802A,84201C,21757,17129F,85186C,84218,35972,85188A,21456,84452
84802B,84773,84798A,84766,84803B,79403,23149,23517,23515,23511,22589
84803B,84773,84802B,84798A,84809A,21826,22032,47367B,20757,11001,23157
84804A,84804B,84800S,21696,84926A,21417,35971,21117,79403,21415,90043
84804B,84800S,84804A,84806A,84805B,84926A,84806B,20763,84929,21630,84509E
84805A,84806A,22643,84679,84805B,22641,23024,23018,22640,90210C,22319
84805B,84806A,23447,23446,84915,84916,84804B,22263,22860,22100,21402
84806A,84805B,84804B,84929,22641,84806B,21382,84926A,22100,22069,22447
84806B,84804B,84806A,35819B,72812,90030C,22405,20696,20763,21581,21401
84809A,85036B,85047,84799,85036A,72127,72807B,21692,90123D,23075,21292
84809B,35910A,21420,84800M,23125,23124,35912B,22100,21698,23565,84596J
84813,72803A,21065,21147,85036B,20781,22124,72130,84595E,35958,22473
84816,84227,20964,84743C,84952B,85095,21270,71496A,71406C,84402B,90101
84817,84820,21403,84819,84821,37342,21402,21399,85027L,21400,21401
84818,35648,84951A,85130C,84926E,47348A,85032D,22232,84678,35646,84821
84819,84820,84821,22319,84817,90067A,23425,84531A,90210C,22394,21403
84820,84819,84821,84817,23136,84968D,90141B,23487,84968C,21812,90210C
84821,84820,84819,22040,21879,84531A,35649,22396,22394,84531B,21882
84823,35607A,84817,84766,84820,84821,22222,84819,22223,82613D,84201B
84824,20901,84840,84706F,20845,21473,21040,22841,21268,22736,22738
84826,84827,21635,21722,84806A,16218,21503,84816,21724,22100,84952B
84827,90167,75011,84402B,35818B,44234,20616,84826,84228,84816,85024B
84828,84452,47422,84462,84461,84226,46138B,37475,21949,71406C,22631
84832,85054,35970,22831,23271,22945,82580,22669,21058,23182,84569A
84836,35961,23068,35970,22296,20846,22295,22410,22156,22335,23271
84839,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
84840,20901,84824,21681,20845,21040,21694,22168,78034B,22587,90142D
84842,84847,85124C,90019B,22359,85124B,22362,21774,22364,23416,23136
84843,22363,22364,22362,22361,85008,21774,22359,84849D,84913A,21773
84846A,85025B,20986,21828,90016A,90154,20985,90123D,16207B,85135B,90146
84847,84842,90016A,85124C,37468,22359,90141B,22407,85008,20663,20657
84849A,90083,20663,DOT,20910,85131B,90141A,90141C,16206B,85055,84743C
84849B,84849D,82552,21486,21445,16010,20910,21171,21827,20663,21784
84849D,84849B,21171,84843,21272,82567,84849A,84847,84912A,82551,23151
84854,37444B,84415B,37444A,20906,40003,17129F,20655,44089A,84865,37333
84856S,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
84857B,84705C,16043,37487B,37488A,16151A,35638B,84858C,84422,44234,44235
84857C,20616,35818B,35923,81952V,20996,16206B,16219,47348A,84206A,35958
84858C,84857B,84705C,16043,37487B,37488A,35638B,16151A,84422,44234,44235
84859A,84859C,84859B,37340,35651,16048,35819B,35648,21650,35923,84659A
84859B,84859C,90149,90083,84569C,DOT,90101,90177D,90103,20661,90141A
84859C,84859B,84859A,90072,82616C,20616,16219,90149,22324,47369B,16048
84865,79336,84732B,84732D,37444B,84924F,40003,84415B,84854,84746,79063C
84870B,84870C,84963A,20902,23015,21738,84678,71406C,85114B,35004G,85161
84870C,84870B,84963A,21577,21821,84874B,20902,21579,21813,35004G,22152
84872A,84522,85096,22832,84231,22929,20622,23402,21460,23043,23407
84873A,37464,35400,85084,21647,20941,84906,21331,22849,21534,21648
84874B,85168B,21579,22504,85170B,90087,84877B,85163B,23136,21880,21220
84875B,90205C,90101,84569C,90083,90103,90141A,90141C,DOT,20678,90141E
84875D,84877A,79331,84876B,17011F,81950V,21018,77079,90012A,16202A,21816
84876B,84876D,84877B,78034B,84877D,22856,72816,72818,84875D,35968,85231B
84876D,84877D,84876B,90174,84877B,90104,81952B,81952V,90067A,78124,90022
84877A,84875D,17011F,79331,84876D,22458,17096,84876B,22459,22106,23661
84877B,84877D,47348A,81952V,84673B,90083,16010,84206A,20861,90177D,71496A
84877D,84877B,84876D,81952V,81952B,47348A,22094,85071D,85019B,35646,84663A
84879,21136,22585,20700,85071A,23060,22924,90059F,21385,84519A,90208
84880,23135,85064,22096,23380,84843,23381,84849A,22407,79071B,23114
84881,85047,20878,90016A,21547,22928,22288,79071B,22480,22415,85136B
84882,85129D,85008,21445,20794,20910,84915,84743C,20964,84227,84452
84884A,85129C,84859B,84507C,85008,85129D,85055,84402B,20735,72225C,20663
84898F,37479P,37482P,72132,21486,35965,84226,16206B,20910,47369B,35833P
84905,46776A,46776E,PADS,46776D,84919,46776F,84906,85006,85087,46000R
84906,84905,46776E,46776A,84919,85084,79026B,46776B,46000S,85087,22468
84907,84919,22270,22241,22194,20761,22228,23694,21926,22024,22266
84910A,84706D,22885,22883,22881,84620,22882,22887,22880,85141,22879
84912A,84912B,21486,20910,90166,79071B,84743C,20964,84227,46138B,22407
84912B,84912A,21486,21459,22277,21147,20910,21460,79071B,85168B,84989A
84913A,84913B,85008,20663,84915,84916,16206B,90141D,90141E,20678,90076
84913B,84913A,84916,84915,85008,20663,85131D,90166,21370,90141D,90141E
84915,84743C,84227,20964,71406C,90141E,90141D,90076,20678,90141C,90141A
84916,84915,84913A,84805B,22981,84913B,71510,84882,84531B,71496A,20794
84917,84916,90125A,21654,84915,21632,20823,22481,79030D,21879,85094
84919,85087,84905,46776D,46776F,84912A,46776A,PADS,84907,46776E,84968F
84920,90086,90149,90208,84859B,90177D,85131B,21827,85095,84569C,90101
84921,23134,23557,23556,23522,23555,23553,22367,23521,85129C,23558
84922,47016,21000,47369A,84984B,20780,84984A,21275,21736,20781,21625
84924A,84847,20659,20657,20795,35443,71510,90141B,20661,85055,85131B
84924F,84732B,79336,84732D,84865,79062D,79063C,79063D,85071A,22995,17012F
84925D,21943,21946,16012,16011,21807,85017A,22422,37468,22984,21721
84925F,17012E,44242A,22396,35923,84927F,79336,75011,84926F,84926E,84926D
84926A,84926E,75011,84926F,84402B,90177D,84926D,21117,21367,90059C,47348A
84926D,84926F,22403,84926A,22400,22396,85017B,16052,22541,85017C,90177D
84926E,84926A,84926F,35968,75011,84926D,47348A,79063C,84402B,79063D,46138B
84926F,84926D,75011,84927F,72709,16052,84402B,90141E,90141D,90076,20678
84927A,84927E,22391,21547,84865,21417,85186A,84926E,21349,23061,85036C
84927D,85216,21038,22116,81953B,21040,23347,23185,47013A,84927F,84927E
84927E,84927A,84927F,22391,84597B,35649,84597C,47344B,84929,21349,85186C
84927F,84926F,16161G,21158,84926D,21159,21162,21163,21905,84926E,22232
84929,22396,22400,22402,22403,22399,21650,22398,47348A,84806A,84805B
84931A,84931B,22175,90018B,22176,21739,20696,21028,20757,84226,22108
84931B,84931A,22175,22176,20772,20696,90018B,35815P,20694,85232B,90205C
84944,21367,21368,84341B,18094C,85212,84926A,85129B,21129,84929,85032C
84945,21326,84950,90039D,90039B,90039A,21891,22359,71459,22460,23061
84946,84947,22791,84949,18097C,20829,84609,21326,22792,21284,21686
84947,21326,22791,84949,22792,84946,23090,37475,21313,90155,72811
84949,84947,22178,21326,35610C,35610B,85062,22460,22798,84946,22800
84950,84661B,20768,22275,85040A,20765,20893,72780,84984B,84984A,85176
84951A,84951B,81952V,47563A,51020B,21089,85183A,71496A,47348A,22096,35818B
84951B,84951A,85114A,51020B,22108,22407,21367,72709,35818B,84743C,20964
84952A,DOT,85131B,21827,84569C,90101,84743C,20964,84227,90083,79161A
84952B,84952C,21131,84816,22541,90101,20861,90141E,90141D,90076,20678
84952C,84952B,21131,20935,85167B,85163A,20696,35001G,85114A,85116,20670
84963A,84870B,84870C,84874B,84707B,21375,21555,21821,21286,20866,84796B
84963B,22362,23557,22361,23555,85124C,23013,84707A,22364,23014,22089
84968A,84968F,84968D,84968C,84969,35815P,90205A,44242B,22134,22204,47341A
84968B,22323,37461,84499,90214N,21416,21357,90214R,90214V,21661,21827
84968C,84968F,84968D,84968A,84968E,84969,22201,22204,84820,84531B,71403
84968D,84968F,84968C,84968A,84968E,22204,22201,44242B,84531B,90205A,47341A
84968E,84968D,84968C,44242B,20910,22769,84743C,20964,84227,16206B,21486
